,MLP (ADAM),MLP (SGD)
0,3.7647734884041157,4.000359199957209
1,7.282859078187517,4.493381045470844
2,0.9538710243650478,7.453691098962109
3,4.3679387268987115,9.211135264105092
4,4.293134916479645,7.633290102084628
5,9.26706111238875,6.14964838971917
6,1.5198294629015225,9.34356804757847
7,7.093844601767376,2.1477767961896754
8,8.459803198526412,2.577909513664964
9,2.089703311693454,5.479838470017323
10,3.301203397842047,6.322896781516584
11,8.552925911052277,9.067135267808807
12,8.411693755469356,9.008461085626966
13,8.334276602109114,1.1094458776048297
14,6.866607862536044,9.809450657450455
15,0.7648914647103747,0.46580365888902975
16,5.366218459133646,9.78982070772852
17,0.3107716650708542,6.599869965097126
18,8.895587568803883,9.475228501950413
19,4.778802993026728,4.994016450794324
20,4.678249822417051,4.182743046406996
21,5.37279708916774,4.7890313487665255
22,5.236607507176694,2.5007477068518713
23,5.334773886998042,2.27065168580387
24,1.6796736477681875,6.972045322740189
25,7.8516949753334355,2.506040222650552
26,2.4740857175165645,2.865375255230575
27,2.912543535062777,8.677777453578766
28,0.6708937595532783,5.234229523197703
29,4.889974393426487,6.581151119228044
