,MLP (SGD)
0,False
1,False
2,False
3,True
4,False
5,True
6,True
7,False
8,True
9,True
10,False
11,False
12,True
13,True
14,False
15,False
16,False
17,False
18,False
19,True
20,True
21,True
22,False
23,True
24,False
25,False
26,True
27,False
28,True
29,True
