,MLP (ADAM),MLP (SGD)
0,350,222
1,266,436
2,95,7
3,55,278
4,322,492
5,267,349
6,164,40
7,368,405
8,99,107
9,322,146
10,391,77
11,644,397
12,117,345
13,182,200
14,225,343
15,502,205
16,161,63
17,621,275
18,358,545
19,199,383
20,708,60
21,558,374
22,164,212
23,136,73
24,260,197
25,185,296
26,502,562
27,137,446
28,242,204
29,29,381
