,MLP (SGD)
0,False
1,True
2,True
3,True
4,False
5,False
6,True
7,False
8,True
9,False
10,True
11,True
12,True
13,True
14,False
15,False
16,True
17,True
18,True
19,False
20,False
21,False
22,False
23,False
24,False
25,False
26,False
27,True
28,True
29,False
