,"SLM (BLS) + TIE, SLM (BLS) + EDV","SLM (OLS), SLM (OLS) + RST, SLM (OLS) + RWT","SLM (BLS), SLM (BLS) + RST, SLM (BLS) + RWT",SLM (OLS) + EDV
0,4,1140,306,96
1,96,2401,505,183
2,17,1264,38,64
3,20,485,762,92
4,28,443,1933,81
5,13,1077,155,59
6,9,4416,403,104
7,34,1190,2512,43
8,43,1360,60,63
9,29,2483,541,314
10,18,2716,789,88
11,14,2246,290,109
12,160,495,112,104
13,14,2498,286,147
14,6,1322,51,393
15,25,1370,369,107
16,12,1902,283,120
17,46,3189,3122,56
18,28,3584,146,230
19,55,3038,227,143
20,7,369,2556,131
21,58,1419,155,84
22,32,516,231,57
23,4,2644,108,53
24,8,4159,238,56
25,352,1366,416,266
26,47,1353,219,104
27,4,2537,412,30
28,13,3132,100,113
29,3,2245,187,68
