,MLP (ADAM),MLP (SGD)
0,2,2
1,1,2
2,5,2
3,1,2
4,4,3
5,4,1
6,5,1
7,1,4
8,1,1
9,4,1
10,4,3
11,1,2
12,1,1
13,1,5
14,2,3
15,1,4
16,1,1
17,2,1
18,1,2
19,2,2
20,4,4
21,3,2
22,4,2
23,2,1
24,3,1
25,3,2
26,2,4
27,2,2
28,3,2
29,1,1
