,MLP (ADAM),MLP (SGD)
0,310,208
1,242,337
2,35,567
3,372,251
4,65,136
5,336,538
6,393,126
7,316,108
8,46,39
9,357,163
10,107,291
11,311,709
12,58,279
13,399,386
14,528,32
15,235,192
16,257,98
17,625,417
18,106,196
19,347,665
20,275,444
21,314,322
22,379,379
23,586,86
24,96,312
25,311,452
26,437,680
27,40,20
28,465,338
29,91,375
