,MLP (SGD)
0,True
1,True
2,True
3,False
4,False
5,True
6,True
7,True
8,True
9,False
10,False
11,True
12,False
13,True
14,False
15,False
16,False
17,False
18,False
19,True
20,True
21,False
22,True
23,False
24,False
25,False
26,True
27,False
28,True
29,False
