,SLM
0,0.8458522816371334
1,0.845876450297899
2,0.845876450297899
3,0.845876450297899
4,0.845876450297899
5,0.845876450297899
6,0.845876450297899
7,0.845876450297899
8,0.845876450297899
9,0.845876450297899
10,0.845876450297899
11,0.845876450297899
12,0.845876450297899
13,0.845876450297899
14,0.845876450297899
15,0.8607714016933208
16,0.845876450297899
17,0.845876450297899
18,0.845876450297899
19,0.8466603951081844
20,0.845876450297899
21,0.845876450297899
22,0.8690812166823456
23,0.845876450297899
24,0.845876450297899
25,0.845876450297899
26,0.8904045155221072
27,0.845743846997962
28,0.8667502743376705
29,0.845743846997962
