,"SLM (BLS) + TIE, SLM (BLS) + EDV","SLM (OLS), SLM (OLS) + RST, SLM (OLS) + RWT","SLM (BLS), SLM (BLS) + RST, SLM (BLS) + RWT",SLM (OLS) + EDV
0,1,500,402,3
1,5,329,480,2
2,1,362,428,1
3,4,405,422,1
4,1,430,302,2
5,1,463,417,4
6,6,380,452,1
7,1,413,282,3
8,1,420,157,1
9,1,346,369,1
10,1,489,447,3
11,1,497,232,1
12,1,451,222,1
13,2,479,391,1
14,12,372,300,1
15,7,468,481,5
16,1,498,399,1
17,6,356,162,2
18,5,342,328,6
19,73,485,425,3
20,1,490,390,3
21,6,481,291,2
22,4,334,287,4
23,1,405,492,3
24,16,464,417,5
25,2,438,261,1
26,1,346,464,14
27,3,351,168,1
28,2,395,188,7
29,1,457,452,4
