,"SLM (FLS), SLM (FLS) + RST, SLM (FLS) + RWT","SLM (OLS), SLM (OLS) + RST, SLM (OLS) + RWT","SLM (FLS) + TIE, SLM (FLS) + EDV",SLM (OLS) + EDV
0,0.4738492900000324,0.38021099699977867,0.3165686589998131,0.15441621499985558
1,0.3530225820002215,1.2998448820003432,0.05910067400009211,5.966237289001583
2,1.2820015340009832,0.43543115299689816,0.5163313969992487,3.0258588430006057
3,0.5622997230016153,0.7662265150038365,0.11537114500015377,1.0624325100002352
4,0.7768844660017749,3.2935224769971683,0.7451197399986995,2.5466523580016656
5,0.5829348060033226,1.7436336509954344,4.42587013100183,0.13359981700068602
6,0.5135075990056066,0.5084433510019153,56.112936519998584,2.0454658409998956
7,0.16963122099787142,0.4485087600069164,0.26234877400383994,0.1641803680013254
8,1.3985328960061452,0.6590192480070982,0.7933050189949427,0.09738708799886808
9,0.2515107979888853,0.6577025100068568,0.2532299510039593,0.8430238599976292
10,1.9454422680064454,0.2129181750005955,0.3355666739989829,0.2602541360010946
11,0.6703148179985874,1.7863270200050465,0.14141173999814782,6.309227150009974
12,0.5246594930049469,0.6940982650030492,0.4382818819995009,2.2816115109999373
13,0.5845256629945652,1.4862541970069287,1.6984226939930522,2.0395937509947544
14,0.4482170980063529,1.1027477069928864,0.3696313110031042,0.47625995800081
15,0.46564393100743473,0.3925397799957864,4.0363153599955695,2.1279847449986846
16,0.46303053900192026,0.9650073560133023,30.979632635995586,0.12158108200128481
17,0.18356712101012818,0.5968296470091445,0.41720974900454166,0.33618890899742837
18,1.1220857070147758,0.43775372898744536,0.15650615200138418,4.988741625995317
19,0.3253889810293913,0.9881335029967886,7.743352673998743,4.793885772003705
20,3.435063800017815,0.4258427619897702,9.238895474987658,6.203174546975788
21,1.7546007849960006,0.8313677699989057,0.49576859798980877,2.357757121008035
22,0.16557537600965588,0.6441502109992143,0.5399814139927912,3.3633260070091637
23,0.7767895170254633,0.5563994070180343,0.09929527199710719,0.5326659969941829
24,1.1250809929879324,0.4897733420257282,0.3688427159904677,0.5434513820000575
25,1.3065650160024234,1.2438066260001506,7.434453968970047,0.10681852899870137
26,0.32602105202749954,0.4733724539837567,1.4925261399876035,0.3890394450027088
27,0.027603236001596088,0.34587309100606944,0.16287987800023984,1.5546858070010785
28,1.5308018649848236,3.117104842014669,1.2377108840119035,0.161037978996319
29,0.42618402000152855,0.4164130409990321,0.6281752629802213,0.5607439279920072
