,MLP (LBFGS),MLP (ADAM),MLP (SGD)
0,0.4722711061041586,0.4671676274931682,0.45474314195654025
1,0.38836320870247604,0.46869594812844934,0.47283729608302744
2,0.46198701028081696,0.4699966284413202,0.43179923564058237
3,0.46139882926180326,0.48498205709842734,0.45398431466410977
4,0.4728083344909453,0.45105198771701255,0.460683034458311
5,0.4715255967909484,0.5102232555700853,0.46571143686813854
6,0.45986249466110846,0.4844396377685256,0.48269489098973156
7,0.4503579518417251,0.47150600576529494,0.4547280426127618
8,0.4672348256505252,0.47084363287689274,0.46506033909850114
9,0.4599214528367761,0.4524901055829125,0.4532372378181367
10,0.47064269685480825,0.4862270130136997,0.4778890643301292
11,0.44960619895296444,0.4824724203140243,0.44429388797888664
12,0.47478558689519557,0.450461037185837,0.4740345937366833
13,0.4606947371681431,0.5046408918069117,0.4359176299506566
14,0.4465122205458156,0.47147672047947586,0.4663930656078655
15,0.42635944611803095,0.3149718332089068,0.46143286717986326
16,0.4001061941389672,0.4533123981659272,0.4834850073762745
17,0.45611532259593496,0.46570313368102284,0.4549717915197046
18,0.4373474201110507,0.45406900110602666,0.4708054477729576
19,0.4389744652847174,0.4729388519350883,0.4458245575855076
20,0.46516940927165445,0.4417038594449339,0.4542658435130778
21,0.4262058230265624,0.4588876563788297,0.4537407783919008
22,0.46321456150577306,0.45060954913637824,0.46402933099950205
23,0.4356021155032111,0.2661760063276939,0.46906265425132254
24,0.47265754930725334,0.43578555728175966,0.4711538054003927
25,0.44300304159674586,0.4665378544583279,0.46734121520113686
26,0.45738323230669703,0.44230536980651697,0.4615240794457014
27,0.44383360423131085,0.4611080182188371,0.47039936989162195
28,0.46733093718065183,0.46877381415551983,0.4751515576823864
29,0.4600916578452514,0.4120895940665019,0.4534125083145763
