,SLM
0,0.7803234501347709
1,0.8126684636118598
2,0.7870619946091644
3,0.7641509433962265
4,0.7991913746630728
5,0.7722371967654986
6,0.7870619946091644
7,0.7628032345013477
8,0.7722371967654986
9,0.8032345013477089
10,0.7816711590296496
11,0.7897574123989218
12,0.8005390835579514
13,0.784366576819407
14,0.7991913746630728
15,0.7830188679245284
16,0.7951482479784366
17,0.7816711590296496
18,0.7978436657681941
19,0.7870619946091644
20,0.7873485868102288
21,0.7900403768506057
22,0.7819650067294751
23,0.7994616419919246
24,0.7860026917900403
25,0.7873485868102288
26,0.7698519515477793
27,0.7819650067294751
28,0.7688172043010753
29,0.7876344086021505
