,"SLM (FLS), SLM (FLS) + RST, SLM (FLS) + RWT","SLM (OLS), SLM (OLS) + RST, SLM (OLS) + RWT","SLM (FLS) + TIE, SLM (FLS) + EDV",SLM (OLS) + EDV
0,3,2,1,1
1,3,3,1,1
2,4,1,1,1
3,2,1,2,1
4,2,1,1,1
5,3,2,2,2
6,2,2,5,1
7,2,1,1,1
8,1,3,2,1
9,1,1,1,1
10,5,2,2,1
11,2,1,2,1
12,2,1,2,1
13,2,1,2,2
14,1,2,1,3
15,1,2,4,1
16,2,1,4,2
17,2,2,1,2
18,2,2,2,1
19,2,3,4,1
20,3,1,4,1
21,4,2,1,1
22,2,2,1,1
23,2,1,2,1
24,4,2,1,2
25,5,2,3,1
26,2,4,1,1
27,1,2,1,1
28,3,1,1,1
29,2,1,2,1
