,MLP (LBFGS),MLP (ADAM),MLP (SGD)
0,273,300,110
1,138,252,155
2,108,342,112
3,166,130,379
4,229,191,33
5,245,175,18
6,8,216,493
7,117,36,24
8,18,238,381
9,38,10,62
10,404,67,14
11,26,166,472
12,117,281,303
13,181,1,145
14,77,33,57
15,85,137,371
16,84,20,396
17,275,4,68
18,53,321,198
19,162,39,136
20,333,28,729
21,114,132,82
22,69,218,153
23,263,169,90
24,248,457,337
25,146,303,12
26,125,184,628
27,305,76,24
28,165,73,28
29,15,317,5
