,SLM Simple Ensemble,SLM Bagging Ensemble,SLM RIW Ensemble,SLM Boosting Ensemble (Median + FLR),SLM Boosting Ensemble (Median + RLR),SLM Boosting Ensemble (Mean + FLR),SLM Boosting Ensemble (Mean + RLR)
0,0.3782886020110724,0.37863880802169037,0.38048283242514075,0.38645954063132293,0.3795123867657099,0.3858407344323947,0.38245858749646044
1,0.3593329805131025,0.3606864446308219,0.36777719426741895,0.3741507576918458,0.36818700060706,0.37586246493856895,0.37350144293629184
2,0.37604547518548315,0.37614875287443217,0.38032966409935004,0.3834010494675641,0.377060252908564,0.3826357142142182,0.3800621316202037
3,0.3804972565069477,0.38055144035588756,0.38063662189787234,0.3874337331818187,0.38470924686966146,0.3870391737261422,0.3836842447088564
4,0.37346158581982675,0.37360153607765945,0.3751163604877795,0.3824579379540692,0.37685804498334,0.3854842434170911,0.37757370932362877
5,0.3850738553085736,0.3848380532568615,0.381192018334089,0.401196539476925,0.3949033346643106,0.3967719848340709,0.393796993111198
6,0.375496200538344,0.3766999588045241,0.37942432337190224,0.3829835659384702,0.3800137472388971,0.3851103315234245,0.3804111919114181
7,0.3866757759847071,0.3859143235845233,0.3857980068034055,0.3921368210371381,0.3864531342039471,0.39792415952112414,0.38609101422916287
8,0.3837864113521819,0.3838245469414754,0.38320851249973586,0.38852908530479224,0.3855930133466214,0.3947609001140092,0.38558606795340444
9,0.37204340952039816,0.37255989316392274,0.3772343550966634,0.3807563209300734,0.37633526592541006,0.37960279845350275,0.37538180556366235
10,0.3815154692829216,0.38130327143055404,0.3840257344794242,0.386309785106307,0.38458905985237196,0.39196854402340114,0.38801288041267606
11,0.37470431179744146,0.37583640285511166,0.3752671010830263,0.38150164762552086,0.3779657183987817,0.385555541353615,0.37976220968489266
12,0.3680638835373774,0.3692835556837727,0.37393104194658117,0.3796795164925574,0.37265948840779023,0.3802269662186391,0.37356445555806533
13,0.37289142280331694,0.3737760939067098,0.37692775301298526,0.38055965979758793,0.3775023306459407,0.3820834720569898,0.37667900127315795
14,0.3744847642970885,0.3755207851560809,0.37868356487673765,0.38276212706161056,0.38009835427920924,0.38654267628942357,0.37929905188090957
15,0.37715739061503134,0.3764556272273732,0.3762516956919593,0.3863301150462055,0.3794867183479958,0.38516316245659704,0.38212538647046557
16,0.37505783521221625,0.377450811357437,0.37832600099112806,0.38954397295007315,0.3872248487120384,0.39538470488116545,0.387923436032378
17,0.38517284436774746,0.38194680519886054,0.3829492581916632,0.3862922315251932,0.3845827312628313,0.3884070442484284,0.38567478359962964
18,0.37836220816501615,0.37869188701569456,0.38085995310732945,0.3874570902209304,0.3819753750813245,0.38660956414233294,0.3813691651453297
19,0.38416825379085445,0.38534051955102533,0.3844883439788127,0.3895104549496491,0.38582934196244273,0.3906400960798151,0.3852341752818389
20,0.37726856961414884,0.3782449859091806,0.38182607581543854,0.3835562322003195,0.37985637134992867,0.388640289568931,0.3818827979685339
21,0.3795356563195029,0.3803382822463808,0.37921746584909927,0.3840068452123457,0.3806087869809067,0.3870476416790773,0.38409333939012574
22,0.3791554153267966,0.3803429033623342,0.3805818191782115,0.38380847880719887,0.38126450806716594,0.38431208742689993,0.38257128573071836
23,0.37545442026194525,0.37648987883337165,0.3808443561025861,0.3847756599496419,0.3806281393042698,0.3852016276353777,0.38048779206058364
24,0.3783295965474126,0.3791704649696424,0.3820703546813787,0.3863111800408579,0.3849753321799864,0.3896059545712041,0.3852762644297751
25,0.37920271517567644,0.38007187843306406,0.3795394576517714,0.3851770461569401,0.38275439103801506,0.39016852367257,0.3832416753968445
26,0.38630055249725564,0.38712760557541637,0.3877689972929589,0.39254899369005725,0.3887540175468412,0.3962008252422675,0.3906135057894801
27,0.3794603124408094,0.38046717487774107,0.3824920865483531,0.38467578215909515,0.3816120917548459,0.38685032572139855,0.38278700026547935
28,0.39143015662175784,0.3928155044050816,0.39039435334564837,0.4041447779361949,0.39928397064025856,0.40609682129122715,0.3932069154241043
29,0.3766439050610683,0.3776067745336211,0.38259672923468696,0.38551751143203616,0.38132777588268163,0.3865706895705947,0.37973329316031706
