,MLP (LBFGS),MLP (ADAM),MLP (SGD)
0,58,22,925
1,283,646,362
2,45,74,947
3,919,407,959
4,643,457,257
5,543,863,612
6,93,807,3
7,149,221,166
8,208,716,266
9,8,16,13
10,48,108,285
11,42,216,566
12,557,918,377
13,14,627,159
14,501,544,357
15,776,569,581
16,255,735,567
17,280,978,450
18,896,711,451
19,667,296,249
20,445,99,784
21,686,496,847
22,3,454,832
23,151,339,33
24,181,651,386
25,118,949,874
26,396,324,382
27,46,81,713
28,67,14,729
29,773,161,290
