,MLP (SGD)
0,False
1,False
2,False
3,True
4,False
5,False
6,True
7,True
8,False
9,False
10,True
11,False
12,True
13,False
14,False
15,False
16,True
17,False
18,False
19,False
20,False
21,False
22,True
23,True
24,False
25,False
26,False
27,True
28,False
29,False
