,MLP (SGD)
0,False
1,True
2,False
3,True
4,True
5,True
6,True
7,False
8,True
9,False
10,True
11,False
12,True
13,False
14,True
15,True
16,True
17,False
18,True
19,False
20,True
21,True
22,True
23,True
24,False
25,False
26,False
27,False
28,True
29,True
