,"SLM (BLS) + TIE, SLM (BLS) + EDV","SLM (OLS), SLM (OLS) + RST, SLM (OLS) + RWT","SLM (BLS), SLM (BLS) + RST, SLM (BLS) + RWT",SLM (OLS) + EDV
0,19,502,129,13
1,24,934,540,6
2,8,196,599,2
3,20,1776,99,13
4,20,927,208,3
5,31,2338,912,2
6,88,1419,319,2
7,2,473,123,2
8,19,277,361,9
9,22,2024,455,7
10,30,331,886,7
11,30,420,167,19
12,23,2355,510,2
13,2,3227,250,4
14,12,87,1306,11
15,5,1936,89,7
16,17,1114,178,9
17,20,2474,146,11
18,5,1360,80,4
19,7,302,346,3
20,2,485,195,13
21,2,425,443,2
22,7,362,721,2
23,19,373,133,2
24,26,2914,161,5
25,32,950,207,2
26,45,277,32,2
27,3,3863,83,2
28,26,2931,1020,2
29,10,173,428,2
