,MLP
0,0.535
1,0.535
2,0.535
3,0.62
4,0.535
5,0.675
6,0.535
7,0.5323383084577115
8,0.5323383084577115
9,0.5323383084577115
10,0.5323383084577115
11,0.6766169154228856
12,0.46766169154228854
13,0.6517412935323383
14,0.46766169154228854
15,0.5323383084577115
16,0.5323383084577115
17,0.46766169154228854
18,0.5621890547263682
19,0.8009950248756219
20,0.5323383084577115
21,0.5346534653465347
22,0.5346534653465347
23,0.5346534653465347
24,0.5346534653465347
25,0.5346534653465347
26,0.6039603960396039
27,0.5346534653465347
28,0.46534653465346537
29,0.5346534653465347
