,MLP (ADAM),MLP (SGD)
0,2745,3469
1,1350,2190
2,3456,639
3,835,896
4,112,4106
5,1748,3617
6,1665,433
7,1009,1083
8,637,3408
9,4243,4735
10,2023,1952
11,282,1657
12,4120,2056
13,4290,1167
14,335,1398
15,741,1697
16,2339,2733
17,3472,4630
18,4228,4413
19,1051,2475
20,2342,138
21,3460,3794
22,2085,1191
23,2351,3809
24,2286,271
25,3176,4333
26,2398,877
27,2597,1219
28,4184,4403
29,80,1471
